Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,1,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1111,1,Male,45,1,1,Laboratory Technician,1,Divorced,2076.8,7160,1,Y,No,15,3,1,80,2,1,2,2,0,0,0,0
50,1,Travel_Rarely,267,Sales,13,4,Marketing,1,1372,1,Male,85,3,4,Sales Executive,2,Single,10956.0,9277,6,Y,Yes,17,3,3,80,0,24,2,1,17,7,3,8
50,1,Travel_Rarely,267,Sales,13,4,Marketing,1,1372,1,Male,85,3,4,Sales Executive,2,Single,10956.0,9277,6,Y,Yes,17,3,3,80,0,24,2,1,17,7,3,8
37,1,Travel_Rarely,1045,Sales,4,4,Medical,1,291,3,Male,32,1,3,Sales Executive,3,Married,8320.0,25812,1,Y,No,11,3,3,80,0,14,2,1,12,8,9,8
41,1,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,1042,2,Female,43,3,1,Laboratory Technician,1,Single,2194.4,8269,1,Y,No,16,3,3,80,0,18,1,2,15,13,15,14
39,1,Travel_Rarely,699,Research & Development,6,1,Medical,1,31,1,Male,83,2,1,Research Scientist,1,Single,2368.0,17102,2,Y,No,11,3,3,80,0,8,2,2,2,2,1,3
34,1,Travel_Rarely,1092,Research & Development,1,4,Medical,1,2027,1,Male,36,2,1,Research Scientist,3,Married,3829.6,26124,9,Y,Yes,14,3,2,80,3,4,3,3,0,2,2,2
36,1,Travel_Frequently,754,Sales,26,4,Marketing,1,1967,1,Male,63,2,2,Sales Executive,3,Married,4493.6,21075,1,Y,Yes,11,3,3,80,0,10,4,2,8,7,0,8
42,1,Travel_Frequently,504,Research & Development,10,3,Medical,1,342,1,Male,61,2,3,Manufacturing Director,2,Divorced,8038.400000000001,22573,6,Y,No,11,3,2,80,2,17,5,2,0,0,0,0
24,1,Travel_Rarely,303,Research & Development,2,3,Life Sciences,1,243,1,Male,47,1,1,Laboratory Technician,3,Single,881.6,9241,1,Y,No,22,4,3,80,0,1,3,1,0,0,1,0
38,1,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1108,1,Male,55,1,1,Research Scientist,1,Single,1850.4,2993,4,Y,Yes,20,4,2,80,0,5,0,2,0,2,2,2
42,1,Travel_Frequently,1093,Sales,9,3,Life Sciences,1,1716,2,Male,82,1,4,Sales Executive,2,Married,10348.8,24164,7,Y,No,11,3,3,80,0,25,3,1,21,5,14,10
23,1,Travel_Frequently,1306,Sales,5,3,Marketing,1,614,1,Male,69,2,1,Sales Representative,1,Single,1502.4,8059,1,Y,Yes,14,3,4,80,0,0,3,2,0,0,0,0
43,1,Travel_Rarely,626,Research & Development,1,2,Life Sciences,1,64,1,Male,98,1,3,Laboratory Technician,2,Single,4304.8,19294,9,Y,Yes,13,3,4,80,0,23,2,2,0,0,0,0
53,1,Travel_Rarely,601,Research & Development,7,4,Medical,1,1360,2,Female,53,1,3,Manufacturing Director,1,Married,8006.400000000001,12023,7,Y,Yes,14,3,4,80,0,31,0,1,8,9,5,9
37,1,Travel_Rarely,1045,Sales,4,4,Medical,1,291,3,Male,32,1,3,Sales Executive,3,Married,8320.0,25812,1,Y,No,11,3,3,80,0,14,2,1,12,8,9,8
23,1,Travel_Rarely,230,Research & Development,3,3,Life Sciences,1,405,2,Male,54,2,1,Laboratory Technician,2,Single,1136.0,25233,1,Y,No,13,3,3,80,0,0,2,2,0,0,0,0
30,1,Travel_Frequently,599,Sales,24,1,Life Sciences,1,1273,2,Male,73,1,1,Sales Representative,3,Single,894.4000000000001,8040,1,Y,Yes,14,3,4,80,0,1,4,2,0,0,1,0
29,1,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,554,1,Female,62,2,1,Sales Representative,1,Single,2561.6000000000004,21972,1,Y,Yes,16,3,2,80,0,6,4,2,3,3,1,4
41,1,Travel_Rarely,261,Research & Development,21,2,Medical,1,1821,3,Female,66,2,2,Healthcare Representative,1,Married,7140.8,10842,4,Y,No,22,4,4,80,1,13,2,3,7,7,3,7
34,1,Travel_Rarely,896,Research & Development,18,1,Medical,1,315,2,Male,86,1,1,Research Scientist,3,Single,1911.2,14961,1,Y,Yes,13,3,3,80,0,4,3,1,2,3,0,1
34,1,Travel_Rarely,341,Sales,1,3,Medical,1,896,1,Female,48,1,1,Sales Representative,2,Divorced,2240.0,23522,6,Y,Yes,19,3,3,80,3,5,3,2,1,2,0,2
30,1,Travel_Rarely,383,Sales,9,2,Life Sciences,1,1439,1,Male,68,1,1,Sales Representative,1,Married,3520.0,15182,3,Y,No,12,3,1,80,0,6,2,2,1,2,2,2
27,1,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,926,1,Female,34,2,2,Manufacturing Director,2,Married,3336.8,10022,0,Y,Yes,19,3,1,80,1,4,3,3,1,2,0,2
42,1,Travel_Rarely,370,Research & Development,10,4,Medical,1,1809,3,Male,58,2,2,Manufacturing Director,1,Single,3370.4,4992,1,Y,No,15,3,2,80,0,10,4,1,8,3,0,8
37,1,Travel_Rarely,414,Sales,2,4,Marketing,1,1862,2,Male,82,1,2,Sales Executive,1,Single,7925.6,26186,7,Y,Yes,12,3,3,80,0,7,3,1,0,2,2,2
35,1,Travel_Frequently,334,Sales,26,4,Marketing,1,299,2,Female,52,1,2,Sales Executive,1,Single,5356.8,22967,5,Y,No,15,3,3,80,0,9,5,1,4,3,0,1
40,1,Travel_Rarely,763,Sales,15,2,Medical,1,1645,1,Male,59,1,2,Sales Executive,3,Divorced,4352.0,22098,6,Y,Yes,14,3,4,80,2,7,2,1,0,2,2,2
33,1,Travel_Rarely,1475,Sales,13,2,Marketing,1,1933,3,Female,84,2,2,Sales Executive,2,Single,7883.200000000001,23352,3,Y,Yes,11,3,4,80,0,6,0,2,0,0,2,2
53,1,Travel_Frequently,781,Research & Development,2,1,Life Sciences,1,918,3,Male,57,1,1,Laboratory Technician,3,Divorced,1904.0,13384,9,Y,Yes,14,3,4,80,1,3,3,1,0,0,0,0
36,1,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,1,1459,2,Female,100,3,3,Manufacturing Director,1,Single,5956.8,8931,1,Y,No,11,3,1,80,0,10,2,2,8,8,4,7
38,1,Travel_Rarely,211,Sales,16,3,Life Sciences,1,1758,1,Female,74,2,3,Sales Executive,1,Single,6851.200000000001,10092,2,Y,Yes,20,4,3,80,0,11,2,1,0,0,0,0
40,1,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,1100,3,Male,86,2,3,Sales Executive,1,Single,7665.6,10333,0,Y,Yes,22,4,1,80,0,9,2,2,6,7,4,7
36,1,Travel_Rarely,1102,Sales,1,2,Life Sciences,1,1,1,Female,94,2,2,Sales Executive,3,Single,4794.400000000001,19479,8,Y,Yes,11,3,1,80,0,8,0,1,4,4,0,5
39,1,Travel_Rarely,699,Research & Development,6,1,Medical,1,31,1,Male,83,2,1,Research Scientist,1,Single,2368.0,17102,2,Y,No,11,3,3,80,0,8,2,2,2,2,1,3
34,1,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,1844,1,Male,56,1,1,Human Resources,1,Divorced,1868.0,3157,4,Y,Yes,15,3,4,80,3,4,3,2,0,2,2,0
34,1,Travel_Rarely,408,Sales,23,1,Life Sciences,1,1165,3,Female,45,1,3,Sales Executive,1,Married,5868.8,11162,1,Y,No,13,3,1,80,1,11,3,1,9,8,3,10
26,1,Travel_Rarely,1427,Research & Development,18,1,Other,1,923,3,Female,65,2,1,Research Scientist,3,Single,2154.4,8870,1,Y,No,19,3,1,80,0,1,3,1,0,0,0,0
24,1,Travel_Frequently,602,Sales,1,1,Technical Degree,1,235,2,Female,100,1,1,Sales Representative,1,Single,1860.0,20989,0,Y,No,21,4,1,80,0,1,5,3,0,0,0,0
45,1,Travel_Frequently,959,Sales,1,4,Other,1,1113,3,Male,81,2,2,Sales Executive,2,Single,3782.4,17251,3,Y,Yes,14,3,4,80,0,5,4,2,0,0,0,0
36,1,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761,1,Male,70,2,3,Sales Executive,2,Married,6528.8,19002,2,Y,No,13,3,1,80,3,10,2,2,0,0,0,0
41,1,Travel_Rarely,669,Sales,9,2,Medical,1,118,2,Male,64,1,3,Sales Executive,3,Single,7695.200000000001,13596,1,Y,No,16,3,4,80,0,9,3,2,7,8,4,7
28,1,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,1,811,2,Male,63,3,1,Laboratory Technician,1,Married,1280.8000000000002,3445,1,Y,Yes,21,4,3,80,2,1,2,2,0,0,0,0
36,1,Travel_Frequently,307,Research & Development,29,2,Medical,1,355,2,Male,71,1,1,Laboratory Technician,1,Single,2783.2000000000003,11652,0,Y,No,11,3,2,80,0,6,2,3,3,4,1,4
41,1,Travel_Rarely,660,Research & Development,15,3,Other,1,1052,1,Male,81,2,2,Laboratory Technician,2,Divorced,3867.2,7858,7,Y,No,14,3,2,80,1,9,3,1,0,0,0,0
34,1,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,1,Female,52,1,1,Sales Representative,1,Single,2208.0,14630,1,Y,No,13,3,3,80,0,2,3,2,0,2,2,2
34,1,Travel_Frequently,115,Sales,13,3,Technical Degree,1,1487,1,Female,51,2,2,Sales Executive,1,Single,4612.0,17485,5,Y,No,11,3,1,80,0,7,4,1,3,3,0,0
39,1,Travel_Frequently,296,Sales,6,2,Marketing,1,555,3,Female,33,1,1,Sales Representative,2,Divorced,1880.8,12253,0,Y,No,16,3,4,80,1,3,3,1,0,2,1,0
50,1,Travel_Rarely,436,Sales,2,1,Medical,1,842,2,Male,37,2,2,Sales Executive,3,Single,4128.0,21519,4,Y,No,16,3,3,80,0,12,3,1,7,7,7,3
36,1,Travel_Frequently,754,Sales,26,4,Marketing,1,1967,1,Male,63,2,2,Sales Executive,3,Married,4493.6,21075,1,Y,Yes,11,3,3,80,0,10,4,2,8,7,0,8
34,1,Travel_Rarely,318,Research & Development,8,4,Other,1,454,1,Male,77,1,1,Laboratory Technician,1,Married,1695.2,4759,1,Y,Yes,11,3,4,80,0,7,4,1,5,7,0,7
50,1,Travel_Rarely,436,Sales,2,1,Medical,1,842,2,Male,37,2,2,Sales Executive,3,Single,4128.0,21519,4,Y,No,16,3,3,80,0,12,3,1,7,7,7,3
38,1,Travel_Frequently,827,Research & Development,29,4,Medical,1,1101,1,Female,54,1,2,Research Scientist,2,Single,3606.4,3129,1,Y,No,22,4,2,80,0,14,4,2,11,7,3,8
35,1,Travel_Rarely,945,Sales,9,3,Medical,1,1876,1,Male,89,2,1,Sales Representative,3,Single,864.8000000000001,16019,1,Y,No,13,3,3,80,0,1,3,1,0,0,0,0
32,1,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1,1944,1,Female,58,1,1,Human Resources,1,Married,2290.4,19555,1,Y,No,12,3,1,80,0,1,2,2,0,0,0,0
30,1,Travel_Frequently,599,Sales,24,1,Life Sciences,1,1273,2,Male,73,1,1,Sales Representative,3,Single,894.4000000000001,8040,1,Y,Yes,14,3,4,80,0,1,4,2,0,0,1,0
36,1,Travel_Frequently,754,Sales,26,4,Marketing,1,1967,1,Male,63,2,2,Sales Executive,3,Married,4493.6,21075,1,Y,Yes,11,3,3,80,0,10,4,2,8,7,0,8
45,1,Travel_Rarely,410,Sales,28,3,Marketing,1,2055,3,Male,39,1,3,Sales Executive,1,Divorced,8683.2,16586,4,Y,Yes,13,3,2,80,1,20,3,2,1,2,2,0
37,1,Travel_Frequently,481,Sales,12,3,Life Sciences,1,1167,2,Male,44,2,4,Sales Executive,1,Single,11006.4,2447,0,Y,Yes,12,3,2,80,0,22,2,1,19,9,13,14
36,1,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,1433,1,Female,34,1,1,Research Scientist,1,Single,1008.8,22262,1,Y,No,12,3,3,80,0,1,3,3,0,0,0,0
36,1,Travel_Rarely,1356,Sales,20,2,Marketing,1,248,1,Female,70,2,1,Sales Representative,1,Single,2512.0,21728,1,Y,Yes,22,4,4,80,0,4,5,1,2,3,0,2
34,1,Travel_Rarely,992,Research & Development,1,3,Technical Degree,1,300,2,Male,85,2,1,Research Scientist,2,Single,1646.4,19757,0,Y,No,14,3,4,80,0,7,1,1,4,2,1,5
33,1,Travel_Rarely,1434,Research & Development,5,4,Technical Degree,1,65,2,Male,50,2,1,Laboratory Technician,2,Single,2752.8,11179,1,Y,Yes,13,3,3,80,0,2,3,1,0,2,2,2
36,1,Travel_Frequently,1060,Sales,1,3,Life Sciences,1,1331,3,Female,54,2,1,Sales Representative,1,Single,1841.6,8319,1,Y,Yes,11,3,1,80,0,3,2,3,1,2,2,2
31,1,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,608,1,Female,58,2,1,Human Resources,2,Divorced,2192.8,22808,0,Y,Yes,11,3,2,80,1,8,2,1,5,7,1,0
40,1,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,1569,1,Female,69,2,1,Laboratory Technician,1,Divorced,1659.2,26619,1,Y,Yes,12,3,4,80,1,1,2,2,0,0,0,0
38,1,Travel_Rarely,527,Research & Development,1,4,Other,1,780,3,Male,63,2,1,Research Scientist,3,Single,2148.8,5207,1,Y,Yes,13,3,3,80,0,10,2,1,8,9,7,8
24,1,Travel_Rarely,303,Research & Development,2,3,Life Sciences,1,243,1,Male,47,1,1,Laboratory Technician,3,Single,881.6,9241,1,Y,No,22,4,3,80,0,1,3,1,0,0,1,0
38,1,Travel_Rarely,1277,Research & Development,15,1,Medical,1,582,1,Male,56,2,3,Manager,2,Married,10888.0,24619,7,Y,Yes,12,3,4,80,0,15,2,3,5,6,7,7
36,1,Travel_Frequently,667,Sales,1,4,Life Sciences,1,1427,1,Female,50,1,1,Sales Representative,2,Single,1087.2,16154,1,Y,No,12,3,2,80,0,1,3,2,0,0,0,0
39,1,Travel_Frequently,920,Research & Development,24,3,Life Sciences,1,392,3,Male,43,2,1,Laboratory Technician,2,Divorced,2528.8,19920,3,Y,Yes,22,4,4,80,1,19,0,1,0,0,0,0
29,1,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,554,1,Female,62,2,1,Sales Representative,1,Single,2561.6000000000004,21972,1,Y,Yes,16,3,2,80,0,6,4,2,3,3,1,4
36,1,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1,1537,3,Female,33,2,1,Research Scientist,2,Single,3267.2000000000003,4156,1,Y,No,12,3,1,80,0,7,2,1,5,2,7,7
31,1,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1107,1,Male,37,2,1,Laboratory Technician,2,Divorced,1901.6,19373,1,Y,No,20,4,3,80,1,1,0,1,0,1,0,0
24,1,Travel_Rarely,303,Research & Development,2,3,Life Sciences,1,243,1,Male,47,1,1,Laboratory Technician,3,Single,881.6,9241,1,Y,No,22,4,3,80,0,1,3,1,0,0,1,0
24,1,Travel_Rarely,303,Research & Development,2,3,Life Sciences,1,243,1,Male,47,1,1,Laboratory Technician,3,Single,881.6,9241,1,Y,No,22,4,3,80,0,1,3,1,0,0,1,0
24,1,Travel_Rarely,419,Sales,21,3,Other,1,959,3,Male,37,1,1,Sales Representative,1,Single,1696.8000000000002,9947,1,Y,Yes,13,3,2,80,0,1,3,3,0,0,0,0
42,1,Non-Travel,666,Research & Development,29,4,Life Sciences,1,376,1,Male,88,2,3,Manager,1,Married,9479.2,10268,1,Y,Yes,12,3,4,80,1,10,2,1,8,7,9,9
33,1,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,741,1,Female,67,1,1,Research Scientist,1,Single,1772.8000000000002,3872,7,Y,Yes,13,3,4,80,0,10,4,2,5,7,3,7
40,1,Travel_Rarely,556,Research & Development,23,2,Life Sciences,1,261,1,Male,50,1,2,Manufacturing Director,2,Married,4732.8,15497,3,Y,Yes,13,3,1,80,0,8,1,2,0,0,0,1
33,1,Travel_Rarely,329,Research & Development,24,3,Medical,1,1604,2,Male,51,2,1,Laboratory Technician,1,Married,1926.4,7324,1,Y,Yes,17,3,3,80,3,1,3,2,0,1,0,0
29,1,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,647,1,Female,55,2,1,Laboratory Technician,2,Married,2308.8,14168,1,Y,Yes,16,3,4,80,1,6,4,2,4,3,1,2
46,1,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1081,1,Male,34,2,1,Research Scientist,2,Married,1968.8,10332,9,Y,Yes,12,3,3,80,3,18,2,3,8,0,2,7
38,1,Travel_Rarely,118,Sales,16,3,Marketing,1,819,1,Female,69,2,2,Sales Executive,1,Single,4259.2,26507,5,Y,No,15,3,3,80,0,6,3,2,1,2,0,2
36,1,Travel_Rarely,359,Human Resources,18,5,Human Resources,1,1842,3,Male,89,3,1,Human Resources,1,Married,2364.8,21495,0,Y,No,17,3,3,80,0,2,4,2,0,0,0,0
36,1,Travel_Frequently,754,Sales,26,4,Marketing,1,1967,1,Male,63,2,2,Sales Executive,3,Married,4493.6,21075,1,Y,Yes,11,3,3,80,0,10,4,2,8,7,0,8
33,1,Travel_Rarely,329,Research & Development,24,3,Medical,1,1604,2,Male,51,2,1,Laboratory Technician,1,Married,1926.4,7324,1,Y,Yes,17,3,3,80,3,1,3,2,0,1,0,0
51,1,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1,1907,1,Male,97,2,1,Laboratory Technician,3,Single,2069.6,10261,1,Y,No,16,3,4,80,0,5,3,2,2,2,1,0
33,1,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082,1,Male,72,1,3,Healthcare Representative,1,Single,6977.6,12355,1,Y,No,12,3,1,80,0,10,2,1,8,7,1,9
31,1,Non-Travel,265,Sales,29,2,Medical,1,1037,1,Male,79,1,2,Sales Executive,1,Single,3975.2,21813,8,Y,No,18,3,4,80,0,7,6,2,0,2,2,2
24,1,Travel_Frequently,602,Sales,1,1,Technical Degree,1,235,2,Female,100,1,1,Sales Representative,1,Single,1860.0,20989,0,Y,No,21,4,1,80,0,1,5,3,0,0,0,0
33,1,Travel_Rarely,329,Research & Development,24,3,Medical,1,1604,2,Male,51,2,1,Laboratory Technician,1,Married,1926.4,7324,1,Y,Yes,17,3,3,80,3,1,3,2,0,1,0,0
31,1,Non-Travel,265,Sales,29,2,Medical,1,1037,1,Male,79,1,2,Sales Executive,1,Single,3975.2,21813,8,Y,No,18,3,4,80,0,7,6,2,0,2,2,2
35,1,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,1004,1,Female,48,2,1,Research Scientist,2,Married,1705.6,11539,4,Y,Yes,11,3,2,80,0,7,2,2,3,2,0,1
34,1,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,1,Female,52,1,1,Sales Representative,1,Single,2208.0,14630,1,Y,No,13,3,3,80,0,2,3,2,0,2,2,2
28,1,Travel_Frequently,638,Sales,9,3,Marketing,1,2023,3,Male,33,2,1,Sales Representative,1,Married,1432.0,26956,1,Y,No,19,3,1,80,1,1,3,1,0,0,1,0
33,1,Travel_Rarely,103,Research & Development,24,3,Life Sciences,1,19,2,Male,50,1,1,Laboratory Technician,2,Single,1622.4,12947,5,Y,Yes,14,3,2,80,0,6,4,2,2,2,0,3
26,1,Travel_Rarely,1427,Research & Development,18,1,Other,1,923,3,Female,65,2,1,Research Scientist,3,Single,2154.4,8870,1,Y,No,19,3,1,80,0,1,3,1,0,0,0,0
37,1,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1,1692,3,Male,95,2,1,Laboratory Technician,1,Single,1114.4,24852,1,Y,No,12,3,1,80,0,1,2,2,0,0,0,0
29,1,Travel_Rarely,240,Human Resources,22,1,Human Resources,1,1714,3,Male,58,1,1,Human Resources,2,Married,1244.0,11585,1,Y,No,11,3,3,80,1,1,2,2,0,0,0,0
34,1,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1,1299,1,Female,39,2,1,Laboratory Technician,2,Divorced,2671.2000000000003,17285,3,Y,Yes,13,3,1,80,2,10,2,2,5,7,7,7
45,1,Travel_Frequently,959,Sales,1,4,Other,1,1113,3,Male,81,2,2,Sales Executive,2,Single,3782.4,17251,3,Y,Yes,14,3,4,80,0,5,4,2,0,0,0,0
29,1,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,554,1,Female,62,2,1,Sales Representative,1,Single,2561.6000000000004,21972,1,Y,Yes,16,3,2,80,0,6,4,2,3,3,1,4
40,1,Travel_Frequently,662,Sales,18,4,Marketing,1,1380,3,Female,67,2,2,Sales Executive,2,Married,3691.2,23288,0,Y,Yes,18,3,3,80,1,5,0,1,2,2,3,2
51,1,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1,1907,1,Male,97,2,1,Laboratory Technician,3,Single,2069.6,10261,1,Y,No,16,3,4,80,0,5,3,2,2,2,1,0
44,1,Travel_Rarely,1162,Sales,3,2,Medical,1,445,3,Female,41,2,2,Sales Executive,2,Married,4190.400000000001,17778,4,Y,Yes,18,3,1,80,0,12,3,1,0,0,0,0
34,1,Travel_Rarely,1092,Research & Development,1,4,Medical,1,2027,1,Male,36,2,1,Research Scientist,3,Married,3829.6,26124,9,Y,Yes,14,3,2,80,3,4,3,3,0,2,2,2
30,1,Travel_Rarely,383,Sales,9,2,Life Sciences,1,1439,1,Male,68,1,1,Sales Representative,1,Married,3520.0,15182,3,Y,No,12,3,1,80,0,6,2,2,1,2,2,2
40,1,Travel_Rarely,1449,Sales,2,3,Marketing,1,1277,1,Female,94,1,5,Manager,1,Single,15059.2,2493,2,Y,Yes,16,3,1,80,0,26,2,2,22,10,1,11
36,1,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761,1,Male,70,2,3,Sales Executive,2,Married,6528.8,19002,2,Y,No,13,3,1,80,3,10,2,2,0,0,0,0
31,1,Travel_Frequently,575,Research & Development,3,1,Technical Degree,1,510,2,Male,73,2,1,Research Scientist,1,Single,2481.6000000000004,6582,0,Y,No,22,4,3,80,0,7,2,2,4,4,0,4
25,1,Travel_Rarely,1097,Research & Development,11,3,Medical,1,1016,3,Female,98,1,1,Research Scientist,1,Single,2080.0,18275,1,Y,Yes,15,3,1,80,0,1,2,2,0,0,0,0
36,1,Travel_Frequently,1060,Sales,1,3,Life Sciences,1,1331,3,Female,54,2,1,Sales Representative,1,Single,1841.6,8319,1,Y,Yes,11,3,1,80,0,3,2,3,1,2,2,2
50,1,Travel_Rarely,436,Sales,2,1,Medical,1,842,2,Male,37,2,2,Sales Executive,3,Single,4128.0,21519,4,Y,No,16,3,3,80,0,12,3,1,7,7,7,3
41,1,Travel_Rarely,261,Research & Development,21,2,Medical,1,1821,3,Female,66,2,2,Healthcare Representative,1,Married,7140.8,10842,4,Y,No,22,4,4,80,1,13,2,3,7,7,3,7
28,1,Travel_Frequently,638,Sales,9,3,Marketing,1,2023,3,Male,33,2,1,Sales Representative,1,Married,1432.0,26956,1,Y,No,19,3,1,80,1,1,3,1,0,0,1,0
39,1,Travel_Rarely,790,Sales,24,4,Medical,1,1489,1,Female,40,1,2,Sales Executive,1,Single,3679.2,7815,0,Y,Yes,23,4,3,80,0,16,2,3,13,9,10,10
35,1,Non-Travel,1479,Sales,24,3,Life Sciences,1,986,1,Female,100,3,4,Sales Executive,1,Single,10555.2,17071,4,Y,Yes,16,3,4,80,0,22,2,1,0,0,0,0
29,1,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,554,1,Female,62,2,1,Sales Representative,1,Single,2561.6000000000004,21972,1,Y,Yes,16,3,2,80,0,6,4,2,3,3,1,4
35,1,Travel_Rarely,740,Sales,1,3,Life Sciences,1,1562,1,Male,64,1,2,Sales Executive,1,Married,7771.200000000001,5323,1,Y,No,11,3,4,80,1,10,4,2,8,8,6,7
34,1,Travel_Rarely,318,Research & Development,8,4,Other,1,454,1,Male,77,1,1,Laboratory Technician,1,Married,1695.2,4759,1,Y,Yes,11,3,4,80,0,7,4,1,5,7,0,7
43,1,Travel_Rarely,626,Research & Development,1,2,Life Sciences,1,64,1,Male,98,1,3,Laboratory Technician,2,Single,4304.8,19294,9,Y,Yes,13,3,4,80,0,23,2,2,0,0,0,0
38,1,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,328,1,Female,39,2,1,Laboratory Technician,1,Married,2165.6,21509,7,Y,No,20,4,1,80,0,13,3,3,7,7,1,7
39,1,Travel_Rarely,1376,Human Resources,1,2,Medical,1,1098,1,Male,91,1,3,Human Resources,1,Married,8385.6,2326,9,Y,No,14,3,4,80,1,24,1,2,18,6,3,6
40,1,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,1100,3,Male,86,2,3,Sales Executive,1,Single,7665.6,10333,0,Y,Yes,22,4,1,80,0,9,2,2,6,7,4,7
35,1,Non-Travel,1479,Sales,24,3,Life Sciences,1,986,1,Female,100,3,4,Sales Executive,1,Single,10555.2,17071,4,Y,Yes,16,3,4,80,0,22,2,1,0,0,0,0
53,1,Travel_Frequently,781,Research & Development,2,1,Life Sciences,1,918,3,Male,57,1,1,Laboratory Technician,3,Divorced,1904.0,13384,9,Y,Yes,14,3,4,80,1,3,3,1,0,0,0,0
35,1,Non-Travel,1479,Sales,24,3,Life Sciences,1,986,1,Female,100,3,4,Sales Executive,1,Single,10555.2,17071,4,Y,Yes,16,3,4,80,0,22,2,1,0,0,0,0
35,1,Travel_Rarely,676,Research & Development,9,4,Life Sciences,1,1534,3,Male,86,2,1,Laboratory Technician,1,Single,1614.4,21831,3,Y,No,14,3,2,80,0,15,3,1,3,4,1,0
38,1,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,702,1,Male,70,2,1,Research Scientist,1,Single,2678.4,3164,1,Y,Yes,11,3,1,80,0,10,3,2,8,8,9,7
40,1,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,1569,1,Female,69,2,1,Laboratory Technician,1,Divorced,1659.2,26619,1,Y,Yes,12,3,4,80,1,1,2,2,0,0,0,0
35,1,Non-Travel,1479,Sales,24,3,Life Sciences,1,986,1,Female,100,3,4,Sales Executive,1,Single,10555.2,17071,4,Y,Yes,16,3,4,80,0,22,2,1,0,0,0,0
42,1,Travel_Rarely,1373,Research & Development,2,2,Other,1,4,3,Male,92,1,1,Laboratory Technician,2,Single,1672.0,2396,6,Y,Yes,15,3,2,80,0,7,3,2,0,0,0,0
39,1,Travel_Rarely,1376,Human Resources,1,2,Medical,1,1098,1,Male,91,1,3,Human Resources,1,Married,8385.6,2326,9,Y,No,14,3,4,80,1,24,1,2,18,6,3,6
34,1,Travel_Frequently,459,Research & Development,24,2,Life Sciences,1,1868,3,Male,73,1,1,Research Scientist,3,Single,1951.2,14753,1,Y,Yes,24,4,2,80,0,1,3,1,0,0,1,0
38,1,Travel_Rarely,350,Sales,5,3,Marketing,1,485,3,Female,34,2,1,Sales Representative,2,Single,2280.8,9150,1,Y,Yes,13,3,2,80,0,1,2,2,0,0,0,0
42,1,Travel_Frequently,719,Sales,27,2,Life Sciences,1,785,1,Female,77,3,2,Sales Executive,2,Single,5117.6,10339,4,Y,Yes,12,3,4,80,0,8,2,2,3,4,1,3
32,1,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1,1944,1,Female,58,1,1,Human Resources,1,Married,2290.4,19555,1,Y,No,12,3,1,80,0,1,2,2,0,0,0,0
